"","type","RT"
"86","word",379.200853808955
"87","word",423.083026344445
"88","word",435.454050083606
"89","word",378.219110684278
"90","word",396.722238481946
"91","word",463.434886672706
"92","word",400.86732647307
"93","non-word",484.206576465741
"94","word",408.03973832982
"95","non-word",522.996660394159
"96","non-word",482.053156051561
"97","word",392.940704670869
"98","word",411.421847217401
"99","non-word",471.941413548741
"100","non-word",462.081728041618
"101","non-word",460.54380028363
"102","word",426.686732164496
"103","non-word",467.976355095002
"104","word",420.333499657361
"105","non-word",465.619165787452
"106","non-word",505.365985720552
"107","non-word",465.551851171526
"108","non-word",442.965882278747
"109","non-word",423.873590063108
"110","word",392.306854965698
"111","non-word",441.933294891493
"112","non-word",413.319023258528
"113","non-word",450.492061656036
"114","word",407.671157642609
"115","word",420.182750514746
"116","non-word",466.765574196058
"117","word",425.674708392257
"118","non-word",482.542115630058
"119","non-word",460.211931552026
"120","non-word",453.463426153858
"121","word",423.568861687373
"122","non-word",490.373174217145
"123","word",377.908165780388
"124","word",379.315792561973
"125","non-word",519.422096708055
"126","non-word",461.669304660346
"127","word",441.45360874542
"128","word",487.906396701886
"129","non-word",504.818662910268
"130","word",473.485929269026
"131","word",425.085100508165
"132","non-word",438.575616635386
"133","word",438.053196123695
"134","non-word",434.368045523037
"135","word",384.537988392035
"136","word",466.351659626501
"137","word",397.237629289301
"138","non-word",450.811025604068
"139","non-word",462.263812827688
"140","non-word",454.946341515202
"141","word",436.371653554625
"142","word",338.601614143231
"143","non-word",467.302785534829
"144","word",397.897345430511
"145","word",418.007448673014
"146","non-word",487.04399922032
"147","word",440.337860394243
"148","non-word",493.134515893339
"149","word",399.813427227441
"150","word",422.68836707971
"151","word",451.193597529877
"152","non-word",484.551270700062
"153","non-word",431.48812222127
"154","word",390.329796970158
"155","word",431.480548840702
"156","non-word",446.634126710383
"157","non-word",499.166844878464
"158","non-word",456.489064376518
"159","word",448.7002788901
"160","non-word",478.449075318645
"161","non-word",447.497614696201
"162","non-word",450.841647136865
"163","non-word",496.540253150297
"164","non-word",447.523892135289
"165","non-word",463.928321351745
"166","word",458.740185625994
"167","word",368.223195680291
"168","non-word",472.567650121264
"169","word",482.771257322754
"170","non-word",438.441865432855
"171","non-word",416.575661335404
"172","non-word",456.027724673551
"173","non-word",475.752571818625
"174","non-word",512.53394811507
"175","non-word",439.73407490722
"176","non-word",449.660943302383
"177","word",411.222061475102
"178","word",446.00242973813
"179","word",417.588909702768
"180","word",414.563493849695
"181","non-word",424.968433962573
"182","non-word",479.180465546392
"183","word",412.705016100621
"184","word",424.647044102773
"185","non-word",463.444813347248
"186","non-word",421.461146893803
"187","word",442.810575357389
"188","non-word",490.668941350809
"189","non-word",468.106778522247
"190","non-word",547.789053970536
"191","word",414.244777857446
"192","non-word",513.568635210199
"193","word",442.478755191731
"194","word",428.819224079277
"195","word",485.619161853821
"196","non-word",513.834293612703
"197","word",446.563763558623
"198","word",438.270916259134
"199","non-word",486.066654715547
"200","word",414.286332000123
"201","non-word",483.29741002516
"202","word",418.327934890625
"203","word",350.471834991345
"204","word",412.569764031116
"205","word",444.043453222853
"206","non-word",468.031018065634
"207","non-word",447.666640398092
"208","word",427.535121231261
"209","non-word",476.702171970148
"210","word",443.475277913726
"211","word",403.387944504833
"212","word",418.66511261929
"213","word",395.125558052159
"214","non-word",478.073472683436
"215","non-word",487.984074134342
"216","word",415.360846014234
"217","non-word",455.311290974621
"218","word",387.886652532718
"219","word",411.707304325293
"220","word",407.208986990482
"221","non-word",474.34285203723
"222","non-word",443.011583985274
"223","non-word",448.343618958297
"224","non-word",473.611154140348
"225","word",389.323301156485
"226","word",403.718834579303
"227","word",414.770062869366
"228","non-word",511.96879374379
"229","word",408.484219319475
"230","non-word",460.922353173022
"231","non-word",485.203685667475
"232","non-word",487.625101798403
"233","non-word",487.933934996322
"234","non-word",464.369962640432
"235","word",395.878660085301
"236","word",469.405696175282
"237","word",452.467436346404
"238","non-word",512.502431823925
"239","word",391.954891576391
"240","non-word",511.515760440146
"241","non-word",459.527151149357
"242","non-word",463.27561867921
"243","word",473.285075963656
"244","non-word",441.931758210388
"245","non-word",479.54083722397
"246","non-word",492.085112130505
"247","word",379.054476114637
"248","word",419.329493302977
"249","non-word",441.222021745496
"250","non-word",437.472631190699
"251","word",379.785523985346
"252","word",443.188398993433
"253","word",465.881308548031
"254","word",403.298536973708
"255","non-word",503.640204762114
"256","non-word",504.940493360081
"257","non-word",444.912751090045
"258","word",412.626600870387
"259","non-word",459.577483825026
"260","non-word",514.903337566929
"261","non-word",480.312610256942
"262","non-word",458.406584967776
"263","non-word",434.057271025992
"264","word",435.639297529598
"265","non-word",449.174182812097
"266","non-word",491.901718650889
"267","word",401.03245548591
"268","non-word",492.911215957563
"269","word",376.401358702723
"270","word",397.560213949674
"271","non-word",419.046874169484
"272","word",375.774503796793
"273","non-word",508.494878248217
"274","non-word",458.060453295568
"275","non-word",409.047790476958
"276","non-word",495.0503516392
"277","word",395.100717561966
"278","non-word",444.340786781677
"279","word",444.42261415853
"280","non-word",508.809441597177
"281","non-word",488.048610923765
"282","non-word",449.97333870687
"283","word",408.851518320991
"284","non-word",459.137291189537
"285","word",435.44777106881
"286","word",447.322925726159
"287","word",353.616313892271
"288","non-word",498.151051105046
"289","word",416.011627254428
"290","word",408.953311346859
"291","non-word",487.430291828069
"292","word",432.128217392383
"293","word",389.726998137067
"294","non-word",438.000137199832
"295","non-word",477.57619602164
"296","word",397.808562553402
"297","non-word",440.035272689901
"298","non-word",436.642395897525
"299","non-word",457.86366055218
"300","non-word",495.206704831674
"301","word",421.503969782037
"302","word",440.742360547575
"303","word",491.407063520992
"304","word",455.631209740689
"305","word",494.791801444045
"306","word",428.708556505464
"307","word",378.963527660035
"308","word",408.766545238759
"309","non-word",449.872440706698
"310","non-word",454.39501316945
"311","non-word",499.081101719489
"312","word",360.47132655029
"313","word",361.713735987658
"314","word",401.785948220732
"315","word",354.34146690074
"316","word",417.055567283141
"317","word",424.045233438946
"318","non-word",446.447765438202
"319","word",432.400642818158
"320","word",425.304255585413
"321","word",409.28760021237
"322","word",418.2999284089
"323","non-word",484.711368377711
"324","word",438.048000644747
"325","non-word",445.69444979631
"326","word",414.582029808208
"327","word",401.954687010904
"328","word",437.83788222747
"329","word",458.543083239482
"330","word",383.661590723749
"331","word",424.646979198237
"332","word",386.728541913549
"333","non-word",422.765150757621
"334","word",388.832208861675
"335","non-word",392.625279815934
"336","word",368.186529850067
"337","word",418.253952644011
"338","word",431.502681232633
"339","non-word",495.982645298323
"340","non-word",483.263527062036
"341","non-word",458.003412259332
"342","non-word",428.591207381246
"343","word",373.74846254122
"344","word",400.666633236368
"345","word",386.878499012646
"346","non-word",503.281267311057
"347","word",475.755518618456
"348","word",429.934346483699
"349","non-word",403.536431086334
"350","word",397.454224465433
"351","non-word",463.384017956209
"352","word",466.023260549722
"353","non-word",403.713512291927
"354","non-word",523.170175243836
"355","non-word",472.348141615371
"356","word",461.936781483219
"357","word",381.640707493577
"358","non-word",493.577010466178
"359","non-word",468.81135521062
"360","non-word",473.776405526976
"361","word",442.477755199862
"362","word",417.474005886096
"363","word",410.230154131938
"364","non-word",470.139476353048
"365","word",406.652154034265
"366","non-word",419.513123709079
"367","word",445.890162205652
"368","non-word",484.431613437782
"369","non-word",455.860751232585
"370","word",434.403873103376
"371","non-word",476.667920334287
"372","non-word",472.191231519307
"373","word",377.024529708905
"374","word",360.345322361628
"375","word",410.493775172963
"376","word",381.19838047518
"377","word",406.55138217601
"378","non-word",523.816005981883
"379","non-word",448.105062425778
"380","word",451.335638339135
"381","word",424.575288055568
"382","word",403.085842909432
"383","non-word",444.540835387758
"384","non-word",499.904916754209
"385","non-word",521.841399387214
"386","non-word",444.020205664492
"387","non-word",460.597190446784
"388","word",407.415733053953
"389","word",483.733457425848
"390","non-word",509.908968423054
"391","non-word",443.804562328958
"392","non-word",485.135467846018
"393","non-word",456.144157739006
"394","non-word",478.95290895494
"395","non-word",462.198971383092
"396","word",405.248946936937
"397","word",452.622833954096
"398","non-word",406.676885519892
"399","non-word",506.21625080518
"400","word",398.534683552431
"401","word",435.849153178281
"402","non-word",467.353990460773
"403","word",471.804798891176
"404","non-word",469.633410957543
"405","non-word",473.144903647636
"406","word",428.706306586021
"407","non-word",514.293323963758
"408","word",373.877171540757
"409","word",393.741604356657
"410","word",443.980246862911
"411","non-word",459.3787275179
"412","non-word",462.977493580226
"413","non-word",501.879971325513
"414","non-word",445.559730380289
"415","word",364.687311299778
"416","word",411.846075659215
"417","word",451.921771367187
"418","non-word",450.207461677522
"419","word",466.743098291663
"420","word",407.503024841569
"421","non-word",474.153615977576
"422","word",393.589384804365
"423","non-word",431.524917514795
"424","word",420.307368820401
"425","word",449.629270634702
"426","non-word",478.573286251711
"427","non-word",460.917345225345
"428","non-word",473.365874861007
"429","word",385.890296408119
"430","word",388.56577345815
"431","non-word",413.30237913115
"432","word",373.296012204095
"433","word",408.226653388308
"434","non-word",522.476869712242
"435","word",423.455127021542
"436","word",424.405083347364
"437","non-word",478.42670700404
"438","word",406.226739963033
"439","word",400.918493670955
"440","non-word",508.756230295532
"441","non-word",477.69752506346
"442","word",379.781256126099
"443","non-word",440.877117392869
"444","non-word",448.661077248646
"445","word",423.666879962637
"446","word",442.514316216799
"447","word",430.288149685732
"448","non-word",478.532590862041
"449","non-word",484.579421344673
"450","non-word",478.039631587202
"451","word",392.903563253703
"452","non-word",433.80800531943
"453","word",374.503629429014
"454","word",427.996328224082
"455","non-word",485.408617482027
"456","non-word",450.040121555365
"457","word",421.83197710942
"458","non-word",490.948396094124
"459","non-word",469.934725542872
"460","word",442.165711877209
"461","non-word",452.500411510195
"462","word",461.949542201153
"463","non-word",431.086158571823
"464","non-word",502.853625213231
"465","word",445.561606492417
"466","non-word",501.261096722641
"467","non-word",474.093471181237
"468","non-word",446.284366961353
"469","word",435.353727577253
"470","word",443.390169299578
"471","word",411.209913929799
"472","non-word",521.965157554424
"473","word",444.643744594096
"474","word",419.79369848999
"475","non-word",502.050046541986
"476","word",415.023685110234
"477","word",483.370087667992
"478","word",440.006594842623
"479","word",430.356096640927
"480","non-word",400.680994993684
"481","word",413.612328915921
"482","word",369.393120139016
"483","non-word",455.022122790031
"484","non-word",507.352609205024
"485","non-word",509.396888301072
"486","word",415.372803559794
"487","non-word",442.771683847952
"488","non-word",505.501054256013
"489","word",423.374704878278
"490","word",443.23052152733
"491","word",372.439169273612
"492","word",439.97177171332
"493","non-word",500.278529138408
"494","word",410.329014047878
"495","non-word",496.915836797276
"496","non-word",421.241497355573
"497","non-word",468.497771708282
"498","word",471.41494045781
"499","word",430.58053134402
"500","non-word",460.278793852939
"501","non-word",460.883788733061
"502","word",460.016436489173
"503","non-word",509.975693051878
"504","word",459.970860856798
"505","non-word",472.203586223957
"506","word",445.486425897821
"507","word",458.156403734148
"508","non-word",463.034559013774
"509","word",445.335172438242
"510","word",388.219259114627
"511","non-word",478.953472196605
"512","word",389.732349470488
"513","word",434.23315073535
"514","non-word",439.023524003131
"515","non-word",427.428673107411
"516","non-word",395.946738011722
"517","non-word",438.085428571344
"518","non-word",489.59104432533
"519","non-word",466.902939549232
"520","non-word",464.314505479758
"521","word",455.344490891282
"522","non-word",435.634580638202
"523","word",429.137399497022
"524","non-word",444.542007766989
"525","non-word",489.009826776999
"526","non-word",520.533281085734
"527","word",409.994650781488
"528","non-word",527.366717360191
"529","word",456.941420050181
"530","word",386.100585850357
"531","word",438.624208108725
"532","word",417.449432482765
"533","word",438.511757206726
"534","word",438.162522530273
"535","non-word",470.034647586526
"536","non-word",467.461619722869
"537","word",472.011122503488
"538","non-word",469.954593763079
"539","non-word",470.88979033718
"540","word",443.016688809282
"541","word",443.191980415182
"542","word",404.456307916862
"543","non-word",482.083449872923
"544","non-word",479.171289396926
"545","word",408.448521646559
"546","non-word",475.226019465018
"547","word",382.350898344914
"548","word",435.277283910729
"549","non-word",456.712613340229
"550","non-word",468.261588393433
"551","word",478.527113390441
"552","word",398.60942607652
"553","word",427.509934775749
"554","non-word",568.29300093123
"555","non-word",484.471078576778
"556","non-word",470.250021225812
"557","word",394.725077172631
"558","non-word",468.793513003472
"559","non-word",502.547878241745
"560","non-word",486.237736184895
"561","non-word",479.3903866634
"562","non-word",484.907990495608
"563","non-word",464.290074220716
"564","non-word",453.628769692928
"565","word",452.186253062016
"566","word",433.902743307178
"567","word",443.01932297157
"568","non-word",506.819857142622
"569","word",463.815761425252
"570","non-word",438.249600432304
"571","non-word",468.749152194329
"572","non-word",495.446666715536
"573","non-word",495.328682390755
"574","word",425.740082006125
"575","word",436.544517872921
"576","word",402.187100224232
"577","non-word",495.335299141258
"578","non-word",488.824634158795
"579","non-word",426.679160605389
"580","word",395.74907273579
"581","non-word",518.9583195156
"582","word",457.505668348514
"583","non-word",438.412481376907
"584","word",400.011675592388
"585","non-word",500.88074876998
"586","word",405.335418819159
"587","word",444.449421395939
"588","non-word",497.2135199559
"589","non-word",455.031677541147
"590","word",439.088068160679
"591","word",442.453579467826
"592","word",460.063355446813
"593","word",438.429383264748
"594","non-word",483.291201261224
"595","word",453.087141120904
"596","word",445.550707789392
"597","word",387.962461666431
"598","word",442.61056401676
"599","word",404.453526294212
"600","non-word",480.044191433962
"601","non-word",425.895422909313
"602","non-word",476.135153978343
"603","word",426.759273266515
"604","word",418.880836170646
"605","word",447.43535163303
"606","word",408.289471506016
"607","word",387.443743501338
"608","non-word",508.949616269736
"609","non-word",507.410053343893
"610","non-word",473.066287215504
"611","word",434.848779729592
"612","non-word",448.517799466687
"613","word",449.313555269974
"614","word",415.054115376187
"615","word",399.640186887077
"616","non-word",474.256090436238
"617","non-word",494.60833553927
"618","non-word",477.926516997365
"619","non-word",508.528384019572
"620","non-word",521.430665665061
"621","non-word",475.603933105714
"622","non-word",431.610469563093
"623","non-word",464.331706989151
"624","non-word",463.631184742052
"625","non-word",416.233612965331
"626","word",441.572596100253
"627","word",398.492047154229
"628","word",372.15248839823
"629","word",426.152169398984
"630","non-word",466.49473192321
"631","non-word",426.323051217949
"632","non-word",414.416955218142
"633","non-word",455.250901677762
"634","non-word",442.397584898437
"635","non-word",494.882433263169
"636","word",429.131362223928
"637","non-word",442.079252832579
"638","word",467.05321562551
"639","non-word",430.901189712714
"640","word",425.651334358922
"641","non-word",504.275698142143
"642","word",440.260711936104
"643","word",450.915779212747
"644","non-word",510.246896420074
"645","word",384.477096365946
"646","word",397.199080510282
"647","word",365.700929063966
"648","non-word",518.961098408172
"649","non-word",511.79847264701
"650","non-word",498.060612839781
"651","non-word",456.228792698985
"652","non-word",430.464044849835
"653","word",373.109808090942
"654","non-word",508.266912728033
"655","word",407.637059182445
"656","word",401.9538536393
"657","non-word",492.762223250564
"658","word",444.950396192418
"659","word",422.944491356326
"660","non-word",466.866905761226
"661","non-word",474.951894188763
"662","non-word",448.771009157627
"663","non-word",513.56372872954
"664","word",437.647497002385
"665","non-word",510.962332470952
"666","word",414.994867286442
"667","non-word",457.134022939855
"668","non-word",437.392452964436
"669","word",394.26378786432
"670","word",407.926554934039
"671","word",411.878804883384
"672","word",409.909190817209
"673","non-word",437.609143039209
"674","non-word",422.647412153417
"675","non-word",441.94650359915
"676","word",411.931454774533
"677","non-word",462.20542137516
"678","non-word",475.666505827155
"679","word",439.311208992624
"680","non-word",452.185669787942
"681","word",447.957590489745
"682","word",429.76642154536
"683","word",428.809453021293
"684","non-word",462.824693671289
"685","non-word",422.928383962553
"686","non-word",464.913512705132
"687","non-word",500.230081460149
"688","word",425.638374251811
"689","non-word",463.883020310406
"690","non-word",523.158030038044
"691","non-word",440.547395813207
"692","word",407.53552917912
"693","non-word",479.904317862377
"694","non-word",456.287775780435
"695","word",392.302864924602
"696","word",440.08360277011
"697","word",462.385421248772
"698","word",439.976106646465
"699","non-word",521.343438568424
"700","non-word",489.262030056744
"701","non-word",455.741989609557
"702","word",469.655699136307
"703","non-word",502.193929440873
"704","word",444.807436380393
"705","word",395.060927093571
"706","word",418.97599525889
"707","word",408.710915776159
"708","word",400.928870569959
"709","non-word",463.367829773509
"710","word",486.840278544464
"711","non-word",480.221120345638
"712","word",369.250310465143
"713","word",415.218414020439
"714","word",436.3767991213
"715","non-word",463.238548520481
"716","non-word",470.58680867883
"717","non-word",490.412522094374
"718","word",329.178062092838
"719","non-word",493.536763519824
"720","non-word",494.958963782382
"721","non-word",403.545315868412
"722","word",377.851853522674
"723","word",390.445745227991
"724","word",371.830078275315
"725","word",434.579610302041
"726","non-word",508.005953640705
"727","word",394.735527795729
"728","non-word",475.051358764462
"729","word",410.721566933072
"730","word",406.630561909723
"731","non-word",465.253534961145
"732","non-word",446.635220603204
"733","non-word",477.916036109302
"734","non-word",440.475201177271
"735","word",426.454805781602
"736","non-word",454.2542819526
"737","word",424.479217152874
"738","word",413.164619613894
"739","word",468.137133011011
"740","word",388.197749803822
"741","word",422.467645029777
"742","word",403.972897006849
"743","word",409.007931577802
"744","word",397.132229840254
"745","word",404.455132891651
"746","non-word",526.139624512547
"747","word",388.049935813926
"748","word",385.507757638974
"749","non-word",465.095523056017
"750","word",406.888506697423
"751","non-word",428.87335571154
"752","word",417.356183595585
"753","non-word",476.37551228993
"754","word",423.835793799071
"755","word",417.66193132095
"756","word",436.396889602787
"757","non-word",489.783791701726
"758","non-word",479.484217575296
"759","word",394.089654332407
"760","word",351.510737894318
"761","word",452.275044052234
"762","non-word",439.087251629356
"763","word",368.808049461718
"764","non-word",491.537072372757
"765","word",417.964013560395
"766","word",442.440579198507
"767","non-word",473.915265834676
"768","non-word",504.365598545137
"769","word",416.458939789592
"770","word",415.783738650926
"771","word",485.609730753314
"772","non-word",483.452500654066
"773","non-word",504.250489577232
"774","non-word",470.699746517745
"775","non-word",487.488733789064
"776","word",397.9367421195
"777","word",401.685024349118
"778","non-word",497.649176059497
"779","non-word",442.701033771205
"780","word",372.751703078463
"781","word",384.29476592734
"782","word",443.242012631884
"783","word",418.507153853783
"784","non-word",432.901955398539
"785","non-word",460.058675580437
"786","non-word",491.381525256769
"787","non-word",500.021430743027
"788","word",413.269545287446
"789","non-word",460.644880279327
"790","non-word",474.361192326425
"791","non-word",474.547871894177
"792","word",427.105106912861
"793","word",412.568465760796
"794","word",382.049820737127
"795","non-word",460.523479542458
"796","word",381.411804980679
"797","word",430.346233172996
"798","word",411.161054935037
"799","non-word",424.461068682812
"800","non-word",478.116302182248
"801","non-word",480.427792647229
"802","word",413.625824535352
"803","word",414.636315982191
"804","non-word",496.470849226383
"805","non-word",472.410454233795
"806","non-word",491.053739351983
"807","word",491.506633333375
"808","non-word",515.381239278707
"809","non-word",491.48821186988
"810","word",412.952539419227
"811","non-word",450.825407755328
"812","word",415.506702542612
"813","word",429.749775382151
"814","word",437.641573605118
"815","non-word",477.892886371207
"816","non-word",444.692223664758
"817","word",415.364391537786
"818","non-word",489.995928105384
"819","word",423.39027439415
"820","non-word",436.314221322465
"821","non-word",482.947754055936
"822","word",365.092396536328
"823","word",401.323949928917
"824","non-word",479.028117868837
"825","word",442.782666518604
"826","word",423.743441490309
"827","word",370.559024181885
"828","word",388.890715522409
"829","non-word",500.335236666594
"830","non-word",503.847539620529
"831","non-word",481.21530868922
"832","word",427.036645544068
"833","word",400.003522274198
"834","word",395.609791748658
"835","non-word",476.759460309263
"836","non-word",466.252305920964
"837","word",421.095369409533
"838","non-word",407.657412026799
"839","word",418.990400542498
"840","word",436.323353351836
"841","word",426.323446927607
"842","non-word",456.285302150347
"843","non-word",431.645358628273
"844","non-word",452.349029390779
"845","non-word",434.6580928724
"846","non-word",490.262295589408
"847","word",493.604829647852
"848","word",420.226257139321
"849","word",420.171132634607
"850","non-word",451.701112984888
"851","word",453.960919390313
"852","non-word",474.993589485181
"853","word",456.380757563632
"854","non-word",468.752616311583
"855","word",408.524932439423
"856","non-word",434.869381750448
"857","word",423.628651460194
"858","non-word",419.497238680238
"859","non-word",484.28172275122
"860","non-word",501.273747483507
"861","non-word",477.868794310535
"862","non-word",468.330986381293
"863","non-word",428.502898540862
"864","non-word",418.002487023969
"865","word",433.39784339018
"866","word",448.422247817041
"867","word",418.057440259753
"868","non-word",456.329879177229
"869","word",456.334793939486
"870","word",428.511222334181
"871","non-word",445.38517721344
"872","non-word",496.434365995566
"873","word",419.306236638053
"874","word",470.007968067785
"875","non-word",467.833745706039
"876","word",422.981018784668
"877","non-word",517.031745583161
"878","non-word",463.075358098675
"879","word",438.98629384129
"880","word",362.025582023312
"881","word",391.965703570641
"882","non-word",476.272825235703
"883","non-word",511.068710503232
"884","non-word",524.058217424646
"885","word",389.753919705964
"886","non-word",421.71280418627
"887","non-word",437.237057296491
"888","word",402.623649575535
"889","word",460.947475094803
"890","non-word",496.037440949588
"891","word",416.864665181283
"892","non-word",472.934533966283
"893","word",417.939398891239
"894","word",440.124684154912
"895","word",427.583287281789
"896","non-word",439.424692867037
"897","non-word",485.821281336
"898","non-word",427.100885197828
"899","non-word",463.938612426361
"900","word",443.964573534664
"901","word",409.893605139974
"902","non-word",450.036091252857
"903","non-word",427.987141825381
"904","word",378.326476253781
"905","non-word",395.54699721757
"906","word",424.220776317241
"907","word",409.59762957623
"908","word",421.388037967294
"909","non-word",505.256398298082
"910","non-word",482.265142075922
"911","word",441.185612233574
"912","non-word",483.712799935894
"913","non-word",488.122115984106
"914","non-word",424.111365016705
"915","word",395.350656680443
"916","non-word",461.117894399708
"917","non-word",496.909043327759
"918","word",468.149106151433
"919","word",418.217361208484
"920","word",416.003665852708
"921","non-word",482.363239061043
"922","word",404.055208785038
"923","word",414.335785067611
"924","non-word",467.708986289543
"925","non-word",489.735303597965
"926","non-word",471.69161870744
"927","word",397.252294821486
"928","word",384.395241418514
"929","word",450.322153283642
"930","non-word",454.990030222819
"931","non-word",453.94398283574
"932","word",394.509469928865
"933","non-word",451.438149277805
"934","word",442.374214619398
"935","non-word",492.019658857488
"936","word",360.120123867327
"937","non-word",449.355603483257
"938","non-word",413.771674194517
"939","word",417.920814296385
"940","non-word",475.275907416352
"941","word",418.624884704131
"942","word",424.665723704189
"943","non-word",488.581973842636
"944","non-word",479.711187154963
"945","non-word",436.753248368944
"946","non-word",483.439589800934
"947","word",463.056763586419
"948","word",429.46063807527
"949","non-word",478.323414561414
"950","word",377.325830155427
"951","word",392.135104168069
"952","non-word",451.995416642227
"953","non-word",430.184227278558
"954","word",400.546330405326
"955","word",419.228722467244
"956","non-word",462.318957247091
"957","non-word",447.914209432607
"958","non-word",475.67915269342
"959","word",464.247066383376
"960","word",416.404498461632
"961","non-word",452.979374408045
"962","word",410.079454007053
"963","non-word",531.572847481979
"964","non-word",487.339899807738
"965","non-word",479.78014819629
"966","non-word",449.319596642651
"967","non-word",453.126712928019
"968","non-word",444.428837836497
"969","word",396.04151587951
"970","non-word",451.39811487555
"971","non-word",445.183733053146
"972","word",417.403365451459
"973","word",385.179099341877
"974","non-word",464.08485910726
"975","word",413.542434429971
"976","non-word",438.298475892611
"977","non-word",452.322293410241
"978","word",421.73566585551
"979","word",482.675786966375
"980","non-word",457.069666415229
"981","non-word",463.383172900637
"982","word",358.425292492311
"983","word",421.515826925878
"984","word",369.339445584235
"985","non-word",456.48678347144
"986","word",388.280320776896
"987","non-word",488.475461212885
"988","word",403.446649170872
"989","word",410.753906559077
"990","word",402.127724184316
"991","non-word",494.587042481428
"992","non-word",510.244285483829
"993","word",463.558152640666
"994","word",460.166824312016
"995","non-word",469.555323401946
"996","non-word",474.401610868782
"997","non-word",418.80982605479
"998","non-word",505.289550986888
"999","non-word",450.613679963026
"1000","non-word",421.440714672691
"1001","non-word",548.706315373365
"1002","word",417.809899660862
"1003","word",410.968094593252
"1004","word",416.128158491695
"1005","word",435.939877141849
"1006","word",420.83085986188
"1007","word",372.510574505653
"1008","non-word",551.325224598702
"1009","non-word",482.579675288449
"1010","word",431.320743586315
"1011","non-word",488.398394728847
"1012","word",420.860143844564
"1013","non-word",439.858497940796
"1014","word",435.917445219632
"1015","non-word",416.94205995743
"1016","non-word",498.086549943044
"1017","non-word",408.622720995965
"1018","non-word",492.702435631455
"1019","non-word",490.771860453196
"1020","non-word",445.024828191289
"1021","word",417.57565075584
"1022","non-word",484.144984336889
"1023","word",413.695856138203
"1024","word",400.346854677125
"1025","word",408.321077755134
"1026","word",387.91623819937
"1027","non-word",497.166866957061
"1028","non-word",475.215942458597
"1029","non-word",455.930224123668
"1030","non-word",478.372408700592
"1031","non-word",474.500964161322
"1032","word",443.81451239929
"1033","non-word",444.381891096354
"1034","word",447.051153072503
"1035","non-word",442.282868607388
"1036","word",396.304352187859
"1037","word",396.716086570806
"1038","word",417.539797962508
"1039","word",400.441891591363
"1040","non-word",481.374897242888
"1041","non-word",493.761448852693
"1042","non-word",460.900841855159
"1043","word",385.924382075077
"1044","non-word",508.697238562659
"1045","word",393.428783631195
"1046","word",430.167472711664
"1047","word",416.721081601139
"1048","word",435.801657868517
"1049","word",406.041820118623
"1050","word",434.785582899756
"1051","word",438.39767421725
"1052","non-word",508.610178403368
"1053","non-word",443.700299558175
"1054","non-word",422.573401981456
"1055","word",424.428716627812
"1056","word",355.902989652586
"1057","word",412.163235472071
"1058","non-word",444.943307649071
"1059","non-word",395.183270472552
"1060","word",475.365954769989
"1061","word",460.51104112091
"1062","word",448.788864494491
"1063","word",448.553710434595
"1064","word",382.744051478348
"1065","non-word",475.56295826178
"1066","non-word",483.934272021166
"1067","word",419.034715142275
"1068","word",384.408879805129
"1069","non-word",451.221907322903
